"job_title","hiring_company","location","salary","job_url_joined","job_description"
"Staff Data Scientist - Machine Learning","The Walmart eCommerce Family of Brands","New York, NY","Estimated: $120,000 - $170,000 a year","https://www.simplyhired.com/job/EfR3hlMzFEQKacZs8rbn-M_YK9dYx2nfy5axkPg_KcP_wgHfil1gvw?q=data+scientist","The search science team @WalmartLabs in Hoboken, NJ is dedicated to the mission of helping millions of customers every day in finding the right products. We are at the forefront of attacking one of the most complex problems of e-commerce. Whenever a user types in a query or browses through product categories on the web site, phone or the iPad, our service goes to work. We mine billions of search queries and tens of millions of products to find the most relevant products for our customers. Team members take end-end responsibility in analyzing large amounts of data, creating complex models, improving their accuracy and deploying these models to serve customers. As part of this team, you'll solve some of the most fascinating and impactful problems in machine learning, information retrieval, NLP or computer vision problems. The algorithms you develop will champion customers need to express their intent and our goal to understand their preferences, implicitly or explicitly across devices and modalities (voice, text, image etc.).

You will develop and deploy machine learned models, to engage and converse with our customers and to understand their goals and expectations to enable them to make the right purchase decision. Your work will be visible to millions of customers and you will have a direct impact on the goals of the Fortune #1 enterprise. If you speak and think machine learning then we want to talk to you. Come join our team and be part of this exciting journey.
Responsibilities:Apply machine learning and optimization algorithms to maximize the efficiency of our business and minimize risks.Build, validate, test and deploy predictive models using machine learning techniques to explain or predict behavior and solve a variety of business and engineering problems.Identify, collect, and explore the right data used for predictive modeling and algorithm development.
Requirements
5+ years of work and research experience in the machine learning field.A deep understanding of machine learning and interest in applying it at scale.Experience with data cleaning, preparation, and feature building and selection techniques.Experience working with large data sets to solve problems.Experience with Spark and/or Hadoop would be very helpful.Experience with deep learning library like TensorFlow and/or PyTorch is highly desirable.Experience with GPU Computing is highly advantageous.Prior hands-on experience with Python, Java or Scala and the ability to write reusable and
efficient code to automate machine learning pipeline and data processes.
Effective communication, interpersonal and teamwork skills.Ability to handle multiple concurrent projects while working independently and in teams.Ability to work in a fast-paced and deadline driven environment.Ph.D. or MS in Computer Science, Statistics, Computational Linguistics, Artificial Intelligence,
Operations Research, Mathematics or related fields.

About Jet

Jet is reshaping ecommerce as we know it. Based in Hoboken NJ (just 10 min from Manhattan), we are a shopping site on the relentless pursuit to build the greatest shopping experience in the world. At Jet, we believe in bold. That means taking risks, asking ""why not"", looking where no ones looked before and bringing it! Our engineers are utilizing world class technologies, to optimize the supply chain, remove unnecessary costs, sprinkle in some surprise and delight all while saving customers every penny possible and we're just getting started. At Jet, we have worked hard to build a culture that stresses the importance of learning and sharing knowledge. If you want to be part of the team that is changing the shopping norm and learning a lot along the way, we have a hunch you'd look good in purple.

See what we've been up to

""A New & Improved Saving Experience ( https://medium.com/jet-stories/a-new-improved-savings-experience-f01846576b2c#.llzaqggis )"" // by Jessica Anerella, Product Design at Jet.com"
"Data Scientist","Ocrolus","New York, NY","Estimated: $120,000 - $160,000 a year","https://www.simplyhired.com/job/iD4fGM2R0-8kIJ4Yh1cTmgBIVtlpO2eU_hd5GZe1CWKoVAGtdAt_1Q?q=data+scientist","Who We Are:
Ocrolus is a Series B venture-backed FinTech company that uses Artificial Intelligence and crowdsourcing to automate financial review processes. The Company transforms e-statements, scans, and cell phone images, regardless of quality, into 99+% accurate digital data. By replacing tedious, imperfect human audits with sharp, AI-driven analyses, Ocrolus modernizes financial assessments in lending and a variety of other industries.

We're looking for a Data Scientist to join our team. Rather than just crunching data in a dark room were looking for someone passionate about delivering data products – willing to tackle whatever problem needs to be solved to provide insights to stakeholders across the company. You can easily support critical decision-making with either fast back-of-the-envelope analyses or more robust evaluations, depending on the context.
Responsibilities
Manage competing priorities across the company
Communicate with Different Stakeholders regarding analytics
Creatively explore data to find interesting stories to tell
Shepherd data models from sourcing the data to releasing models in production environments
Working collaboratively and mentoring Data Analysts
Requirements
At least four years experience as a Data Scientist, 6+ years a plus.
Fluent in Python and SQL
Deep understanding of statistics and probability, preferably an understanding of information theory
Strong communication and storytelling skills, data visualization a+
Experience working with Data Scientists and Data Analysts
Excellent pattern recognition and predictive modeling skills
Ability to create fast solutions to problems introduced in a changing environment with iteration towards optimal solutions
Machine Learning experience a plus

We’re a young and rapidly growing FinTech company - if you have ever wanted to jump on a rocket ship as it’s taking off, now is your chance!"
"Sr. Data Practitioner - Analyst, Data Scientist, BI Developer, Researcher","Insights Analytics","Brooklyn, NY","Estimated: $98,000 - $130,000 a yearSimply Apply6d","https://www.simplyhired.com/job/d1jtFadJgaOzwaBMak_6HAnqhOiXkEJv97SCTlQ1mWp8ufYJLQging?q=data+scientist","Insights Analytics – Calling All Data Practitioners!We’re seeking experienced Data Practitioners of ALL KINDS for many short-term client projects. Smaller projects can span anywhere from 2-4 weeks all the way up to 10-12 months.Would you be interested in leveraging your skills and capabilities as a contractor for our client projects? It can be very lucrative and we are looking for people like you to be able to staff our projects with key clients. It's a great way to make money on the side and can also lead to full-time positions as our accounts grow.If interested please apply and we can add you to our private network where you'll be the first to know about our exciting client projects. Thanks so much and looking forward to hearing back.Description: Candidates should be able to easily understand business performance metrics and enterprise reporting platforms as well as possess the ability to showcase metrics, attributes, ratios, and historical benchmarks in compelling and easy to understand ways with strong reporting, data analytics, and visualization skills. You must also have a very high willingness to work as part of a team, building innovative, highly reliable reports. In addition, candidates must be able to understand complex business concepts with a solid understanding of data, query design, and process techniques.We are seeking individuals from all areas of Analytics with experience in any of the following areas: Analysis, Insights, Strategy, Testing, Data Science, Development, Business Intelligence, Reporting, Data Warehousing, Data Architecture, Cloud Deployment, Market Research, and Consumer Insights.Responsibilities: Responsible for hands-on project work and development as part of a larger teamUse working knowledge of data concepts, to build efficient & effective solutions for clientsAct as a project lead and problem-solver -completing projects with minimal client inputPull data from existing data sources and tables & push to end-users for reporting/analysisDocument the systems, processes, and logic required to expose the existing data setsReview project requirements and provided the skills and experience needed to deliverDeliver high-quality solutions integrating data from multiple different sourcesEnsure quality, consistency, security, accuracy, & usability of Insights focused deliverablesDevelop front-end visualizations from discovery to requirements, to final change requestsReview requirements/data/design/UI/UX to ensure the project meets final specsDeliver impressive and impactful results to the end-clientSkills & Experience: Hands-on experience with all aspects of data analytics -let us know what you can do by submitting your resume!Work comfortably w/ both business and IT and ability to work in a fast-paced environmentStrong analytical skills, ability to develop quality analytics deliverables with documentationExperience in externally sourced data files, proficiency reading/writing/executing on workAnalytical data management skills with ability to navigate large data sets & complex logicOrganized self-starter, positive attitude, excellent verbal, written, and communication skillsAbility to speak to technical and strategically complex topics smoothly and eloquentlyExperience managing relationships with clients and high comfort with key stakeholdersProactive with a strong bias for action and urgency; high level of personal integrity1099 independent contractor – https://insightsanalytics.comAPPLY HERE: https://insightsanalytics.com/careers/individual-project-practitioner/Job Types: Part-time, Temporary, ContractSalary: $20,000.00 to $200,000.00 /year"
"Data Scientist - Journey Analytics","McKinsey & Company","New York, NY","Estimated: $97,000 - $120,000 a year","https://www.simplyhired.com/job/h7YpgeVTJ54o1yRbufnb9sHJ9wzxShyil_anm3GZxlgOUpnBPkXzyg?q=data+scientist","Qualifications
Bachelor’s degree, preferably in a mathematically intensive field
Enthusiasm for analytically intensive work
Excitement to learn about technology, and customer operations analytics
Enthusiasm to improve the business performance of Journey Analytics clients
Understanding of statistical and advanced analytic methods (descriptive statistics, predictive analytics, machine learning)
Ability to work collaboratively in a team environment and effectively with people at all levels in an organization
Confidence sharing your views and perspectives with senior clients and colleagues
Who You'll Work With
You will work alongside Journey Analytics leaders in New York and the McKinsey Customer Experience leadership team.

Journey Analytics is a specialist analytics team dedicated to combining analytics, design and consulting frameworks to improve customer experience by understanding, tracking and predicting sequences of events and interactions, to create better outcomes for businesses and customers in a variety of data-rich industries. Visit us to see what our data scientists have been working on: http://www.mckinsey.com/solutions/journey-analytics

What You'll Do
You will be the entrepreneurial leader that builds and owns analytics-based assets that bring the value of journey analytics to clients and their customers, at scale.

You will lead a team of specialists, data scientists and data engineers under the mentorship of solution leadership, through all stages of an engagement: defining the project, crafting the business solution, gathering and structuring data, building machine learning models, communicating business impact to senior client leaders, and being the change agent within an organization to make our recommendations a reality.

You will help business leaders answer critical questions related to customer journey mapping, customer experience transformations, digital adoption, multichannel acquisition, and other industry-specific challenges. Through diagnostics, predicting customer behavior, tracking and prescribing interventions to journeys, training up client analytics teams and joint value capture programs, you will help clients achieve tangible improvements across every customer, patient and product journey.

Your time will be spent 60% on client delivery, 20% on asset development and 20% on client development.

You'll work on analytics-intensive client engagements, where you will identify and communicate insights and implications to clients, and develop business recommendations. Lastly, you will develop, refine, and disseminate specialized expertise through client work, internal knowledge development efforts, and external reach and relevant activities."
"Data Scientist - Modeling","Disney Streaming Services","New York, NY","Estimated: $100,000 - $130,000 a year","https://www.simplyhired.com/job/KikD07xQWF379WSwz5x1PvpVoz2aI4tqhEAW_fsxOc6WBz20ua5hYw?q=data+scientist","Disney Streaming Services (DSS) is creating the future of digital video entertainment products for one of the largest media brands in the world. We’re focused on delivering extraordinary experiences and distributing the incredible library of Disney content through all forms of interactive media. Our digital technology leadership and capabilities are married with a passion for crafting dynamic consumer-facing applications that integrate live and on-demand multimedia. We create great digital media products for millions of fans around the globe, and we're looking for strong performers who can help us improve what we do every day. This is an opportunity to impact experiences that will be used by millions of users worldwide.

The Data Scientist, Modeling is a critical position within DSS and in the Data organization who specializes in applying machine learning and statistical methods to develop a broad range of complex models that support business needs. You will collaborate across teams to define problems and develop modeling solutions with the Business, Product and Engineering teams.
Responsibilities :
Develop predictive algorithms across different areas with the aim of better understanding our customer and our business.
Translate business problems as modeling tasks that can deliver actionable insights, accurate predictions, and effective optimization.
Explain how models and systems work to both non-technical and technical stakeholders.
Collaborate with engineering teams to build modeling solutions and help integrate into the products and operational processes.
Process, cleanse, and verify the integrity of data used for analysis.
Enhance data collection procedures to include information that is relevant for creating better models.
Basic Qualifications :
At least 2 years of relevant industry experience.
Demonstrated ability to present modeling results and recommendations to business and technical clients.
Demonstrated delivery of modeling solutions in production applications.
Expertise in modern statistical and machine learning algorithms.
Expertise in programming languages for data analysis and modeling (e.g., Python and R) and big data access tools.
Deep knowledge of machine learning algorithms (supervised and unsupervised learning), advanced statistics (time series forecasting, clustering algorithms, probabilistic models) and NLP (topic modeling, sentiment analysis).
Excellent communication and presentation skills.
Ability to gauge the complexity of machine learning problems and a willingness to execute simple approaches for quick effective solutions as appropriate.
Graduate degree in Computer Science, Statistics, Mathematics, Engineering, Economics preferred or equivalent professional experience."
"Data Scientist","Dentsu Aegis Network","New York, NY","Estimated: $110,000 - $140,000 a year","https://www.simplyhired.com/job/wFIwYtmiuORH2auSX8eQ0pYAxdx1yVdFF7RV-KHdSFYaBLH43i8b_w?q=data+scientist","Job Title:
Data Scientist
Job Description:
Team Write-Up

360i Advanced Analytics is about taking complex data to devise elegant yet simple, actionable solutions to our clients' business questions. Our clients see us as trusted advisors and depend on our subject matter expertise to drive enhanced decision making via our deep (and constantly evolving) marketing analytics capabilities.

For this role, we are looking for someone who is deeply interested in the application of advanced statistic and econometric methodologies in both theory and practice. Candidates should be intellectually curious with a passion for learning while simultaneously a pragmatic self-starter who sees projects through to completion.

Data Scientist

Responsibilities

Operate 'in-the-weeds' on client analytics engagements, executing the below within Python or R:
Cleanse, compile and process data
Executing statistical/econometric frameworks in either
Under direction of Manager/AD, develop custom analytical tools for ongoing media optimization
Participate in stakeholder interview process for each project to frame analytics solutions through appropriate lens
Assist in discovery of new analytics methodologies, outline roadmap for tool development, and execute tool build
Interface directly with media team and client (when applicable) on interpretation of analytics outputs and how to implement results
Qualifications & Requirements:
Bachelors Degree in a quantitative field
Understanding of econometric and statistical frameworks, including but not limited to:
Multivariate linear regression, logistic regression, Bayesian networks, clustering, etc.
1-2 years working experience in analytics or other consultancy
Possess the ability to receive direction, take ownership, and operate independently to solve to client requests using a combination of critical thinking and initiative
Strong interpersonal skills or the demonstrated desire to develop client management ability
Experience with marketing response models and their applications a plus
Functional working knowledge of R and/or Python (e.g., can process data and run statistical analyses)
Expert in Excel and PowerPoint
Location:
New York
Brand:
360I
Time Type:
Full time
Contract Type:
Permanent"
"Data Scientist - Bomoda","Weber Shandwick","New York, NY","Estimated: $120,000 - $160,000 a year","https://www.simplyhired.com/job/mjxZIHsX2RNJtAX-xOd0p0LgpYboL0104tVH6VGGF4Jg7OVfc3c-dA?q=data+scientist","Data Scientist - Bomoda(Job Number: 008631)
Primary Location-United States-New York-New York
Description

Bomoda is looking for a Data Scientist to join our team in New York!
We Are Seeking:
As a data scientist at Bomoda, you would be directly involved with the product team including computer scientists and data analysts, eliciting information from multiple data platforms and using that data to identify relevant and actionable trends and/or concepts. The product goal is to understand consumer behavior to better detect market conditions as well as the general perception of brands

What You Will Be Doing...

Help define and scope work required to build and maintain ML systems and models

Ensure the quality and robustness of such models

Oversee any and all data science platform changes and feature development

Work with other technology and business stakeholders to identify areas where data science features are required

Work with other technology stakeholders to identify and implement best practices for data management

Work with integration teams to scope out new data sets for training as well as oversight of integration development within the data science team.

Research approaches in data science that address problems outlined by the data science lead

Work with other technology stakeholders to implement best practices for data management

What We Are Looking For...

2-5 years data science experience in Python, Apache Spark, Tensorflow, Scikit-learn, pandas.

Natural language processing techniques

Machine-learning techniques

Knowledge of Big Data Architectures and AWS environment (Hadoop/Hive, Bigquery, S3, EC2, EMR, etc.)

Strong programming experience

Experience with SQL and/or NoSQL

Masters or PHD is a plus. Multilingual fluency / literacy is a plus

Bomoda is proud to be an Equal Opportunity/Affirmative Action employer. Weber Shandwick recruits qualified applicants without regard to race, color, religion, gender, age, ethnic or national origin, protected veteran status, physical or mental disability, sexual orientation, gender identity, marital status or citizenship status."
"Data Scientist","Rent the Runway","New York, NY","Estimated: $98,000 - $140,000 a yearSimply Apply","https://www.simplyhired.com/job/aqDKeo92xFT3H5jM5soBUJs03aK8LTnaNPl_3P2fCXm-Vm_lg9ZVIg?q=data+scientist","About Us:
At Rent the Runway, our mission is to make women feel empowered and self-confident every single day by combining best in class technology, logistics, and customer service. Since our launch in 2009, we've developed proprietary technology, a one-of-a-kind reverse logistics operation, stores of the future, a viral brand, relationships with hundreds of fashion designers - and we are passionate about continuing to innovate our customer experience. We have pioneered the closet in the cloud and believe that every person globally will soon have a subscription to fashion. We are proud to be both a profitable and fast-growing business, with 11 million members of our community who believe that rental is the future.
About the Job:
Rent the Runway has a complex data ecosystem that spans web and infrastructure logs, transactions and recurring subscription behavior, and tracking each inventory unit and throughput of our home grown reverse logistics rental operations.

Data systems power critical business decisions - from inventory assortment to operational efficacy, from marketing actions to personalized website features and customer experience enhancements - and we want to scale the data science function across all these vectors.
What You'll Do:Mine the data ecosystem & find fruitful signalsDevelop and deploy performant algorithms powering applicationsExamples of applications include consumer-facing recommendation engines, inventory allocation systems, and internal apps for inventory buying and customer experienceDo bleeding-edge work including optimizing how products fit customers (unsolved as of yet), using AI techniques for inventory buying, and real-time streaming/model computationsAbout You:Strong academic background in Computer Science, Mathematics, Physics or a related quantitative/engineering fieldExperience developing software or data products, particularly in Python, our go-to languageWe also use R for ad-hoc modeling and analysis. Some understanding of java, the main language for our back-end systems, is a plusPassion for data and its ability to drive serious business impactAbility to work independently and take responsibility in a function that is growing in strength but is also core to the company's growth"
"Sr. Data Engineer","Disney Streaming Services","New York, NY","Estimated: $110,000 - $150,000 a year","https://www.simplyhired.com/job/O1m4EFYT3IHpHOD10fa6IrRoFWlEFBpwZKSghEQHqSJbjz4SSRZbdA?q=data+scientist","Disney Streaming Services is a place for the creative and the bold. Whether New York City, San Francisco, Manchester or Amsterdam, we provide opportunities to elevate your career and transform the industry.

Software Engineers at Disney Streaming Services develop premium digital media products for Major League Baseball and our partners. The products we build, such as ESPN+, MLB.TV and NHL.TV are paving the way for the next-generation media and sport technologies, including the upcoming Disney+ offering. Our Engineering team for Disney Streaming Services is headquartered in the Chelsea area of New York City. Other office locations also include the SoMo area of San Francisco, CA and several international locations.

At Disney Streaming Services, data is central to measuring all aspects of the business, and critical to its operations and growth. The data engineering team is responsible for collecting, analyzing and distributing data using public cloud and open source technologies and offers transparency into customer behavior and business performance.

If you are interested in joining Disney Streaming Services in the pursuit of not only crafting new media products but enjoying the products you build, we are interested in hearing from you.
Responsibilities :
Collaborate with product teams, data analysts and data scientists to design and build data-forward solutions
Design and build and deploy streaming and batch data pipelines capable of processing and storing petabytes of data quickly and reliably
Integrate with a variety of data metric providers ranging from advertising, web analytics, and consumer devices
Build and maintain dimensional data warehouses in support of business intelligence tools
Develop data catalogs and data validations to ensure clarity and correctness of key business metrics
Drive and maintain a culture of quality, innovation and experimentation
Coach data engineers best practices and technical concepts of building large scale data platforms
Basic Qualifications :
3-5 years of experience developing in object oriented Python
Experience deploying and running AWS-based data solutions and familiar with tools such as Cloud Formation, IAM, Athena, and Kinesis
Experience engineering big-data solutions using technologies like EMR, S3, Spark and an in-depth understanding of data partitioning and sharding techniques
Familiar with metadata management, data lineage, and principles of data governance
Experience loading and querying cloud-hosted databases such as Redshift and Snowflake
Building streaming data pipelines using Kafka, Spark, or Flink
Preferred Qualifications:
Familiarity with binary data serialization formats such as Parquet, Avro, and Thrift
Experience deploying data notebook and analytic environments such as Jupyter and Databricks
Knowledge of the Python data ecosystem using pandas and numpy
Experience building and deploying ML pipelines: training models, feature development, regression testing
Experience with graph-based data workflows using Apache Airflow
Required Education :
Bachelor’s degree in Computer Science or related field or equivalent work experience"
"Assistant Manager-Financial Data Management","NYU Langone Health","New York, NY","Estimated: $80,000 - $110,000 a year","https://www.simplyhired.com/job/CP8buuUQF0TH5vB_WQN374Ljw74YZx2n0NOuJq4Dpl36VqMiVBhvDQ?q=data+scientist","NYU Langone Health is a world-class, patient-centered, integrated academic medical center, known for its excellence in clinical care, research, and education. It comprises more than 200 locations throughout the New York area, including five inpatient locations, a children's hospital, three emergency rooms and a level 1 trauma center. Also part of NYU Langone Health is the Laura and Isaac Perlmutter Cancer Center, a National Cancer Institute¿designated cancer center, and NYU School of Medicine, which since 1841 has trained thousands of physicians and scientists who have helped to shape the course of medical history. For more information, go to nyulangone.org, and interact with us on Facebook, Twitter, YouTube and Instagram.
Position Summary:
We have an exciting opportunity to join our team as a Assistant Manager-Financial Data Management (Payroll).

In this role, the successful candidate as the Assistant Manager will manage the day to day operations of the Data Management-HCM team which oversees all PeopleSoft HCM/FSCM processes related to position funding or payroll distribution to the general ledger. The Assistant Manager will play a lead role in supporting the implementation of enterprise systems optimization and business intelligence initiatives with a specialized focus on PeopleSoft HCM Commitment Accounting integrations and processes; HR and salary data analytics. The incumbent must possess strong experience in payroll financial analysis and systems, particularly with PeopleSoft/ERP Systems (FSCM and HCM). The Assistant Manager must be familiar with the general ledger, financial reporting, operations, and compliance and can identify opportunities for process improvement through automation, systems, business process improvements, and reporting.
Job Responsibilities:
Manages all day-to-day operations related to payroll distribution processes in PeopleSoft HCM and FSCM including the journal posting of the weekly, biweekly, and monthly payrolls in a timely manner
Serve as subject matter expert/module delegate for PeopleSoft HCM Commitment Accounting and General Ledger integrations including system upgrades or implementation of new features/modules
Meet with stakeholders from various areas to identify data needs, prioritize projects, and implement solutions
Manage various reconciliations which includes the validation of the data integrity between the subsystems and reporting tables and ensuring validations are reviewed and completed in a timely manner
PeopleSoft functional issue resolution - including management of payroll interfaces, data integration, data extracts/reporting requests, and developing analyses for management
Lead functional development/testing of system processes or implementation of new business processes related to PeopleSoft HCM Commitment Accounting
Develop and present recommendations for business solutions through research and analysis of data/business processes and implement when appropriate
Develop and maintain business process documentation for Data Management Financials operations as well as training documents
Project management in regards to process documentation and improvements, developing work plans and providing status updates to management
Mentor and train team to improve cross functional efficiency and effectiveness in data management
Perform on-going or ad-hoc reporting and analytical projects
Performs other tasks as required
Minimum Qualifications:
To qualify you must have a Bachelors degree with a major in a business subject (e.g. accounting, finance, economics) or information systems/technology and at least 5 years of related work experience. A graduate in business or public administration may be substituted for the bachelors degree requirement and 3 years of the related experience. Other minimum qualifications include: excellent oral and written communication skills, and intermediate working knowledge of Microsoft Office. Knowledge and minimum of 3 years work experience with PeopleSoft FSCM (General Ledger) and HCM (Payroll/Commitment Accounting) is required. Project management certification is preferred.
Preferred Qualifications:
The incumbent is expected to conduct him/herself in a professional manner. The incumbent should possess qualities of timeliness, respect and customer service. Familiarity with financial reporting, audits, and year end close processing, system implementations/optimizations, Training experience is preferred.

Qualified candidates must be able to effectively communicate with all levels of the organization.

NYU Langone Health provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you'll feel good about devoting your time and your talents.

NYU Langone Health is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision. We require applications to be completed online.
If you wish to view NYU Langone Health's EEO policies, please click here. Please click here to view the Federal ""EEO is the law"" poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information. To view the Pay Transparency Notice, please click here.
Position Summary:
Assistant Manager will manage the day to day operations of the Data Management-HCM team which oversees all PeopleSoft HCM/FSCM processes related to position funding or payroll distribution to the general ledger. The Assistant Manager will play a lead role in supporting the implementation of enterprise systems optimization and business intelligence initiatives with a specialized focus on PeopleSoft HCM Commitment Accounting integrations and processes; HR and salary data analytics. The incumbent must possess strong experience in payroll financial analysis and systems, particularly with PeopleSoft/ERP Systems (FSCM and HCM). The Assistant Manager must be familiar with the general ledger, financial reporting, operations, and compliance and can identify opportunities for process improvement through automation, systems, business process improvements, and reporting.
Minimum Qualifications:
Bachelors degree with a major in a business subject (e.g. accounting, finance, economics) or information systems/technology and at least 5 years of related work experience. A graduate in business or public administration may be substituted for the bachelors degree requirement and 3 years of the related experience. Direct supervisory experience of at least two years is required. Other minimum qualifications include: excellent oral and written communication skills, and intermediate working knowledge of Microsoft Office. Knowledge and minimum of 3 years work experience with PeopleSoft FSCM (General Ledger) and HCM (Payroll/Commitment Accounting) is required. Project management certification is preferred.
Preferred Qualifications:
The incumbent is expected to conduct him/herself in a professional manner. The incumbent should possess qualities of timeliness, respect and customer service. Familiarity with financial reporting, audits, and year end close processing, system implementations/optimizations, Training experience is preferred."
"Data Scientist","Attune","New York, NY","Estimated: $94,000 - $130,000 a yearSimply Apply9d","https://www.simplyhired.com/job/8rSSP3AYnlLykwuL96D6MwXA9LNr1d0Q5Q9ZAqsQ3rQKh1ixC_qVuw?q=data+scientist","Job Description

You'll join a growing analytics team that drives Attune’s business model forward by solving some of the most complex analytical problems in the industry. You will partner with the actuarial, underwriting, claims, product, revenue and customer service functions within Attune to frequently test new hypotheses, implement learnings and create edge.
Responsibilities include:Working on initiatives like: improving insurance risk predictions, analyzing drivers of claims, understanding user engagement patterns, finding the best potential customers to contact, reducing load on our customer service team, and identifying abnormal broker behavior
Creating new predictive models in insurance pricing, pricing elasticity, reserving, claims analytics and etc.
Exploring new datasets to see how they can add value to the business
Helping to incorporate analyses and models into daily workflows for other departments
Contributing to our ETLs, internal web applications, and BI dashboards
Doing quick ad-hoc analyses and supporting engineers to troubleshoot issues

Qualifications

Experience working in an statistics, analytics or data focused role
Experience with predictive modeling in general
Familiarity with advanced statistical analysis methods (e. g., bayesian statistical modeling, hierarchical modeling and etc) in addition to machine learning regression/classification/clustering techniques
Working knowledge of bayesian software language (STAN, JAGS, or OpenBUGS) a plus
We are flexible about what tools you've worked with, but comfort in either Python or R is a must, as is basic SQL.
We don't require experience with deep learning or with tools for working with massive data sets
Property Casualty insurance experience and knowledge is a plus, but not a must
Traits for success:
You enjoy working with programmers and other data scientists to constantly improve the integrity and automation of your work. You are frequently sharpening your software skills.
You are well organized and can handle many unrelated requests without losing track of them.
You are quick with numbers and back-of-the-envelope calculations.
You have strong written and verbal communication skills.
You are a hands-on problem solver who is comfortable with ambiguity and loves a fast-paced environment.
You have strong interpersonal skills and are capable of building relationships to drive success.

Additional Information
What we offer you:
An opportunity to change the small business landscape.
A great working environment that lives continuous improvement and encourages sharing ideas and taking risks to find better ways of doing things.
A culture that promotes great relationships both inside the office and outside through activities in our community and company sponsored intramural clubs and events.
Equity compensation.
Medical, dental, and vision from day one and 401(k) matching.
Fully stocked kitchens with free snacks & drinks.
Attune Insurance Services, LLC is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected Veteran status."
"EQUITY RESEARCH ANALYST – Sell Side","Broker-Dealer Confidential","New York, NY","Estimated: $64,000 - $88,000 a yearSimply Apply","https://www.simplyhired.com/job/3JxQvjWuuwGztlPTCYK5nebqf1JnuSFUC1JeCJznMdYDpVffXPYigw?q=data+scientist","We are a full-service brokerage firm offering securities brokerage, and investment banking services seeking high-energy, hands-on Equity Research Analyst - Sell Side within the Medical Devices/Medical Technology sector to work at our New York City office although other locations outside of New York are acceptable as wellIn this position you will make recommendations on companies and their securities. The research analyst position is focused on the Medical Devices/Medical Technology sector for the firm’s expanding capital markets platform. Prepare reports, recommendations, statistical and other data for the Firm’s publication issued to the general public. Answer inquiries from customers, Firm personnel, and the general public regarding individual securities or industry groups. Prepare special studies to furnish information to the Syndicate and Investment Banking Departments. Make non-deal roadshows, attend relevant conferences, interview company executives, prepare records and files to develop and maintain sources of information to assist in analyzing your industry.Qualified candidates will have 3 - 7 years’ research experience in Medical Devices/Medical Technology, having been responsible for covering a universe of 15+ names, attending conferences, and the ability to interact effectively with the sales force and with issuers and buy side clients alike. Possession of Series 7, 63, 86, and 87 licenses is preferred but not required if applicant has significant buy side experience in this sectorJob Type: Full-timeExperience:medical devices/technology research: 3 years (Required)License:FINRA License 7, 63 and 86/87 (Required)Additional Compensation:Bonuses"
